24.0,41.0,3.0,7.8125,953.75,1440.44,1917.17
25.0,41.0,3.0,102.188,1026.25,1345.43,1916.21
26.0,41.0,3.0,187.812,1055.0,1293.82,1913.43
27.0,41.0,3.0,288.75,1113.75,1201.32,1832.0
28.0,41.0,3.0,359.375,1144.38,1169.56,1749.86
29.0,41.0,3.0,413.125,1184.38,1105.26,1691.83
30.0,41.0,3.0,500.625,1229.38,1047.88,1600.53
31.0,41.0,3.0,554.062,1251.25,1017.36,1535.69
32.0,41.0,3.0,624.688,1291.25,954.91,1461.75
33.0,41.0,3.0,664.375,1317.5,918.56,1419.47
34.0,41.0,3.0,709.375,1335.0,885.769,1371.46
35.0,41.0,3.0,771.25,1365.0,842.102,1307.99
36.0,41.0,3.0,804.375,1385.0,820.4,1256.4
37.0,41.0,3.0,853.102,1420.01,776.347,1211.84
38.0,41.0,3.0,886.002,1440.46,756.557,1177.83
39.0,41.0,3.0,916.68,1456.7,730.491,1147.99
40.0,41.0,3.0,959.077,1481.56,703.012,1101.39
41.0,41.0,3.0,989.522,1493.4,679.099,1073.8
42.0,41.0,3.0,1022.69,1513.57,651.345,1033.07
43.0,41.0,3.0,1049.84,1527.37,638.012,1008.98
44.0,41.0,3.0,1076.01,1538.42,617.744,977.389
45.0,41.0,3.0,1112.94,1555.74,595.464,950.485
46.0,41.0,3.0,1129.35,1571.2,580.258,924.945
47.0,41.0,3.0,1151.61,1583.52,558.452,889.126
48.0,41.0,3.0,1173.94,1588.26,543.364,867.049
49.0,41.0,3.0,1186.96,1595.08,527.926,851.689
50.0,41.0,3.0,1213.78,1606.36,502.876,820.533
51.0,41.0,3.0,1227.42,1606.17,496.425,802.696
52.0,41.0,3.0,1242.72,1615.87,476.476,777.668
53.0,41.0,3.0,1249.63,1620.87,464.59,762.128
54.0,41.0,3.0,1263.99,1624.42,455.203,741.902
55.0,41.0,3.0,1283.72,1625.06,436.534,717.824
56.0,41.0,3.0,1292.21,1632.22,427.33,703.483
57.0,41.0,3.0,1302.82,1630.6,412.388,680.741
58.0,41.0,3.0,1306.16,1631.07,400.085,671.063
59.0,41.0,3.0,1310.82,1633.28,392.506,654.482
60.0,41.0,3.0,1314.98,1633.53,379.882,634.092
61.0,41.0,3.0,1322.34,1640.57,371.672,620.51
62.0,41.0,3.0,1330.81,1633.0,356.405,604.031
63.0,41.0,3.0,1334.7,1636.45,349.344,588.532
64.0,41.0,3.0,1334.01,1632.97,341.018,579.885
65.0,41.0,3.0,1343.78,1623.15,328.132,565.75
66.0,41.0,3.0,1346.64,1620.67,321.145,555.651
67.0,41.0,3.0,1350.14,1620.05,308.758,539.684
68.0,41.0,3.0,1350.13,1622.29,303.848,530.584
69.0,41.0,3.0,1353.52,1617.82,296.927,519.495
70.0,41.0,3.0,1357.31,1619.69,289.267,512.053
71.0,41.0,3.0,1358.37,1617.02,287.957,487.428
72.0,41.0,3.0,1364.9,1619.71,277.933,479.567
73.0,41.0,3.0,1367.79,1616.83,273.101,472.861
74.0,41.0,3.0,1374.33,1616.44,266.827,461.827
75.0,41.0,3.0,1371.44,1617.79,258.101,448.63
76.0,41.0,3.0,1373.37,1615.87,251.25,444.519
77.0,41.0,3.0,1378.56,1615.29,234.303,428.005
78.0,41.0,3.0,1379.23,1616.15,237.837,422.163
79.0,41.0,3.0,1380.77,1610.0,234.88,414.736
80.0,41.0,3.0,1388.46,1616.15,223.918,405.505
81.0,41.0,3.0,1392.69,1615.0,219.447,399.591
82.0,41.0,3.0,1396.54,1617.31,213.317,389.567
83.0,41.0,3.0,1393.56,1621.83,206.394,380.337
84.0,41.0,3.0,1398.46,1616.92,201.418,378.389
85.0,41.0,3.0,1405.0,1622.69,197.38,367.716
86.0,41.0,3.0,1406.25,1621.44,195.433,362.74
87.0,41.0,3.0,1409.04,1621.73,186.13,353.293
88.0,41.0,3.0,1410.96,1621.35,183.894,346.587
89.0,41.0,3.0,1415.48,1629.13,171.274,342.764
90.0,41.0,3.0,1422.02,1624.13,172.284,333.966
91.0,41.0,3.0,1419.33,1626.83,167.091,328.774
92.0,41.0,3.0,1426.92,1633.08,164.423,322.5
93.0,41.0,3.0,1426.44,1635.1,157.788,317.885
94.0,41.0,3.0,1434.62,1637.69,154.615,311.538
95.0,41.0,3.0,1443.27,1644.42,149.784,304.255
96.0,41.0,3.0,1445.38,1648.46,146.899,300.216
97.0,41.0,3.0,1449.62,1648.85,141.274,294.014
98.0,41.0,3.0,1455.91,1650.24,139.255,287.668
99.0,41.0,3.0,1461.63,1656.83,137.019,284.423
100.0,41.0,3.0,1468.08,1659.62,132.945,276.671
101.0,41.0,3.0,1472.07,1658.7,129.808,272.308
102.0,41.0,3.0,1476.11,1659.28,118.99,269.856
103.0,41.0,3.0,1477.16,1668.99,113.293,264.303
104.0,41.0,3.0,1485.43,1680.72,117.332,258.822
105.0,41.0,3.0,1489.57,1682.74,116.07,256.911
106.0,41.0,3.0,1493.56,1684.9,106.947,251.034
107.0,41.0,3.0,1500.29,1687.4,102.115,241.442
108.0,41.0,3.0,1501.59,1686.11,101.394,240.433
109.0,41.0,3.0,1508.56,1691.44,99.2308,234.519
110.0,41.0,3.0,1517.69,1697.69,94.6514,226.406
111.0,41.0,3.0,1520.58,1700.96,92.3438,222.079
112.0,41.0,3.0,1525.38,1702.31,92.0192,215.192
113.0,41.0,3.0,1531.78,1708.22,89.4952,215.986
114.0,41.0,3.0,1532.6,1710.48,88.9904,213.317
115.0,41.0,3.0,1543.32,1721.3,78.3534,209.243
116.0,41.0,3.0,1554.33,1716.44,73.0529,209.062
117.0,41.0,3.0,1559.28,1720.72,72.9808,201.779
118.0,41.0,3.0,1567.07,1725.24,71.0697,198.353
119.0,41.0,3.0,1571.83,1729.71,68.5096,198.317
120.0,41.0,3.0,1576.54,1734.23,66.7067,195.216
121.0,41.0,3.0,1579.52,1737.4,68.0409,189.411
122.0,41.0,3.0,1582.93,1746.3,56.863,186.454
123.0,41.0,3.0,1588.8,1749.66,57.1875,184.688
124.0,41.0,3.0,1592.5,1752.12,55.601,181.082
125.0,41.0,3.0,1598.7,1761.3,54.9159,175.421
126.0,41.0,3.0,1605.1,1767.21,55.4567,173.438
127.0,41.0,3.0,1616.78,1773.99,56.7548,169.111
128.0,41.0,3.0,1622.69,1777.31,47.0192,164.856
129.0,41.0,3.0,1631.2,1784.18,46.5865,162.26
130.0,41.0,3.0,1631.83,1789.71,40.3846,160.096
131.0,41.0,3.0,1639.95,1793.89,40.1683,158.005
132.0,41.0,3.0,1648.56,1794.52,37.5,152.885
133.0,41.0,3.0,1656.44,1805.1,39.7356,148.053
134.0,41.0,3.0,1661.35,1809.42,37.8606,146.178
135.0,41.0,3.0,1670.34,1812.74,39.4111,141.454
136.0,41.0,3.0,1673.89,1818.41,34.5433,137.38
137.0,41.0,3.0,1679.9,1824.71,28.4856,132.188
138.0,41.0,3.0,1687.84,1829.09,28.774,129.88
139.0,41.0,3.0,1692.69,1836.54,27.2236,127.969
140.0,41.0,3.0,1701.06,1840.48,26.9351,123.642
141.0,41.0,3.0,1705.48,1845.29,19.2548,120.361
142.0,41.0,3.0,1713.75,1849.33,19.6154,117.404
143.0,41.0,3.0,1722.21,1859.33,18.3534,115.204
144.0,41.0,3.0,1727.88,1862.88,13.774,113.726
145.0,41.0,3.0,1734.62,1868.46,10.7091,111.31
146.0,41.0,3.0,1737.55,1871.68,9.66346,109.76
147.0,41.0,3.0,1744.33,1883.37,5.48077,106.01
148.0,41.0,3.0,1748.61,1885.24,7.03125,104.387
